NPI,Full_Name,Primary Specialty,Primary Hospital Affiliation,source_hospital_system,HQ_STATE
1851886964,"Bogart, Emily Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1396398236,"Bogema, Marlee Jayne",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1700247772,"Boggon, Kamera Sakeena",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1043523954,"Boggs, Nicholas E",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1144829607,"Bogherie, Alexander Hamead",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1326775073,"Bognar, Eleanor ",Therapy - Speech Language Pathologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1265648711,"Bogner, Roselyn Delacruz",Obstetrics/Gynecology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1396956504,"Bogner, Christian ",Obstetrics/Gynecology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1891783387,"Bohay, Donald R",Surgery - Orthopedic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1982058616,"Bohr, Colin ",Other,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1588651897,"Bohra, Mustafa Siraj",Infectious Disease,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1639601677,"Boike, Hannah Rose",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1336131218,"Boileau, Yvette L",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1891280350,"Bojanic, Eliisa Siren",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1023789443,"Boji, Madeline ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1114918307,"Bojrab, Dennis I",Neurology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1043665664,"Bokaie, Hassan ",Gastroenterology - Pediatric,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1932527496,"Bokhari, Omaima ",Physical Medicine and Rehabilitation,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1861182479,"Bolcer, Benjamin ",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1952091563,"Bolcer, Candace Margaret",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1720628357,"Boldenow, Shannon ",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1548820467,"Bolen, Bryan E",Psychiatry,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1427033992,"Bolen, Lydia K",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1811982283,"Bolenz-Geesin, Laura Jean",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1003234410,"Bolhuis, Amber Joy",Physician Assistant,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1912452863,"Boll, Lindsay ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1770511461,"Bollin-Richards, Brooke Ella",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1497021711,"Bollini, Monica F",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1972585925,"Bologna, Sante D",Gastroenterology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1053545707,"Bolten, Thomas Richard",Surgery - Oral and Maxillofacial Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1518906221,"Bolthouse, Jonathan Todd",Urology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1770096125,"Bolton, Emily Lynn",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1750813515,"Bolz, Nicholas James",Surgery - Orthopedic Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1932788841,"Bolzman, Elizabeth Anne",Family Practice,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),BHSH,MI
1043474885,"Bombery, Melissa Marie",Pathology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1982436853,"Bommarito, Taylor Rae",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1871975383,"Bonafede, Lucas ",Ophthalmology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1982339388,"Bond, Kristina J",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1093385536,"Bond, Alphonso Franklin",Radiology - Diagnostic Radiology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1912319757,"Bond, Rebecca Lynn",Neurology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1619390309,"Bondy, Bethany ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1598760688,"Bone, Henry Grady",Internal Medicine,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1184886012,"Bone, Kodi M",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,TX
1184942138,"Bonello, Bridget Antonia",Nurse - Nurse Practitioner,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),BHSH,MI
1508833708,"Bonema, John D",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1497957575,"Bonfante Ramirez, Esteban L",Gastroenterology - Pediatric,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,FL
1174185904,"Bonkowski, Tyler John",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1639903966,"Bono, Michela ",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1821040106,"Bont, Timothy M",Family Practice,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),BHSH,MI
1942639844,"Bont, Caylee Christina",Physician Assistant,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),BHSH,MI
1306289574,"Bontumasi, Nicholas Michael",Dermatology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1760957104,"Bonynge, Stephanie Suzanne",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1588635767,"Bookout, James D",Surgery - Orthopedic Surgery,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1710259189,"Boone, Lisa Ann",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1881694479,"Boone, Amy Jean",Physician Assistant,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1174948384,"Boonie, Allison ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1770618522,"Boonstra, Leslie A",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1639610223,"Boose, Marshall Alan",Surgery - Orthopedic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1811000938,"Booth, Kristy Lynn",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1003446006,"Booth, Joshua Alan",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1821314378,"Bootz, Luke Joseph",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),BHSH,MI
1427638998,"Boparai, Kirat Kaur",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1528053196,"Boppana, Sasi B",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1811000953,"Bora, Nirali S",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1396219861,"Borchers, Olivia Rose",Physician Assistant,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1104268283,"Border, Rebeccah May",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1760648364,"Bordoli, Stefano John",Surgery - Vascular Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1992852685,"Borenitsch, Kenneth Albert",General Practice,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),BHSH,MI
1336198142,"Boriboon, Jurin ",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1346212800,"Borin, Andrew Jay",Cardiology - Cardiologist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1316999626,"Bork, Susan C",Emergency Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1194089169,"Borkin, Michael Steven",Dermatology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1568486157,"Borland, Jacqueline ",Audiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1215191648,"Born, Christopher H",Physician Assistant,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),BHSH,MI
1265940977,"Boros, Jayme ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1669636130,"Boros-Laurain, Lisa A",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1912257668,"Borowski, Christine ",Nurse - Certified Nurse Midwife,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1518290337,"Borrelli, Elena ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1376122986,"Borse-Hatchett, Vyvian Carole Frane",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1538373394,"Bortel, Julie Parks",Emergency Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1356444376,"Bortman, Howard Steven",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1023182037,"Bortman, Jared Seth",Gastroenterology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1417683160,"Bortz, Tonya ",Other,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1144937822,"Bos, Julia ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1912282732,"Bosch, Maria L",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1255300968,"Bosch, Jamie D",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1326448341,"Bose, Laura Haist",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1659858942,"Boshara, Peter ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1336135557,"Boshoven, Amy Lynn",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1912193277,"Bosis, Daniel Davis",Hospitalist,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1487318606,"Boss, Carly Jo",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1912346388,"Boss, Joseph Daniel",Ophthalmology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1740392059,"Boss, Julie A",Ophthalmology,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1245675024,"Boss, Payal A",Anesthesiology - Anesthesiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1871040154,"Bosscher, Danielle ",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1649498676,"Bossenbroek, Debra ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1619909611,"Bossenbroek, Nicole M",Dermatology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1073976213,"Boston, Rebecca ",Surgery - Plastic and Reconstructive Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1205684768,"Bota, Daniel ",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1356343370,"Botterill, Andrea Rae",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1982086302,"Bottke, Matthew Ronald",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1669853511,"Bottke, Kristen Marie Eischens",Obstetrics/Gynecology,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1730767286,"Bouazizi, Ellen Clair",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1306923313,"Bouchard, Donnie Dale",Pediatric Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1659674182,"Boucher, Nicole Lynn",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1205806577,"Boudouris, William D",Neurology,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1346534864,"Boudreau, Michelle M",Neurology,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,CA
1912905340,"Bouhachem, Alex ",Podiatry,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1427891845,"Bouhaja, Sharon Diane",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1649292269,"Bouier, Arthur I",Osteopathic Manipulative Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1982812657,"Boukouris, Spyridon ",Emergency Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1225420136,"Bourdlais, Christy ",Nurse - Nurse Practitioner,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1851838809,"Bourgon, Kristen ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1578688560,"Bourke, Lydia Cornell",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1164780888,"Bourne, Tasha Marie",Social Worker - Licensed Clinical Social Worker,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1144202045,"Bournias, Nicholas James",Surgery - Maxillofacial Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1568750404,"Bouvrette, Amanda Grace",Social Worker - Licensed Clinical Social Worker,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1740601756,"Bouwkamp, Nathan ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1982689733,"Bouwkamp, David S",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1730761990,"Bova, Chloe Elise",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1639157027,"Bove, Paul G",Surgery - Vascular Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1255696092,"Boven, Douglas Joseph",Physical Medicine and Rehabilitation,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1528534716,"Boven, Jennifer ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1902863871,"Boville, Brian Mitchell",Critical Care (Intensivists) - Pediatric,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
