AFFILIATED_NAME,total_amount,avg_provider_payment,max_single_payment,provider_count,transaction_count,payment_concentration,transaction_intensity,amount_score,concentration_score,intensity_score,risk_score,risk_category
St Louis Eye Institute PC,137.03,137.03,21.29,1,9,137.03,9.0,0.000867490649734496,0.001301235974601744,2.4907749077490773,2.4929436343734137,Low
Southern Eye Institute (AKA Accurate Eye Care Llc),132.51,132.51,16.01,1,9,132.51,9.0,0.0008388760563111584,0.0012583140844667376,2.4907749077490773,2.492872097889855,Low
St Marks Hospital,126.47,126.47,25.88,1,9,126.47,9.0,0.0008006388562498848,0.001200958284374827,2.4907749077490773,2.492776504889702,Low
University Hospitals Cleveland Medical Center (FKA University Hospitals Case Medical Center),35302.6,4412.82,14000.0,8,63,4412.825,7.875,0.22348883756343146,0.0419041570431434,2.179428044280443,2.4448210388870177,Low
Lake Havasu Family Eyecare LLC,8103.55,4051.78,1520.0,2,17,4051.775,8.5,0.05130083817161187,0.0384756286287089,2.3523985239852396,2.4421749907855603,Low
Nielsen Eye Center Inc,1007.11,251.78,122.96,4,35,251.7775,8.75,0.006375673270481707,0.00239087747643064,2.4215867158671585,2.4303532666140706,Low
Edison Ophthalmology Associates LLC,445.79,111.45,20.44,4,35,111.4475,8.75,0.0028221459296879584,0.0010583047236329844,2.4215867158671585,2.4254671665204794,Low
DLP Eye Group (FKA De La Peña Eye Clinic),2540.02,169.33,118.96,15,130,169.33466666666666,8.666666666666666,0.016080008758218016,0.0016080008758218014,2.398523985239852,2.416211994873892,Low
Goldman Eye,10581.08,3527.03,3000.0,3,25,3527.0266666666666,8.333333333333334,0.06698524384508998,0.03349262192254499,2.3062730627306274,2.4067509284982624,Low
St Marys Eye & Surgery Center,615.93,205.31,125.0,3,26,205.30999999999997,8.666666666666666,0.003899244806910662,0.0019496224034553308,2.398523985239852,2.404372852450218,Low
Southtowns Eye Center,608.84,202.95,107.83,3,26,202.9466666666667,8.666666666666666,0.003854360411474499,0.0019271802057372496,2.398523985239852,2.4043055258570636,Low
Arizona Glaucoma Specialists Pc,473.82,157.94,57.06,3,26,157.94,8.666666666666666,0.0029995943928862213,0.0014997971964431105,2.398523985239852,2.4030233768291813,Low
Buffalo Ophthalmology PLLC,399.74,133.25,33.91,3,26,133.24666666666667,8.666666666666666,0.0025306189325320547,0.0012653094662660271,2.398523985239852,2.40231991363865,Low
NJ Eye and Ear,1191.71,148.96,142.32,8,69,148.96375,8.625,0.007544313524010042,0.001414558785751883,2.386992619926199,2.395951492235961,Low
Total Eye Care Inc,18682.87,6227.62,5700.0,3,24,6227.623333333333,8.0,0.11827494005112107,0.059137470025560544,2.2140221402214024,2.391434550298084,Low
Montgomery Eye Physicians PC,1248.31,249.66,240.0,5,43,249.66199999999998,8.6,0.00790262900802794,0.002370788702408382,2.3800738007380073,2.3903472184484436,Low
Matthew L Hecht MD (AKA Hecht Eye Institute Inc),2824.8,1412.4,2475.0,2,17,1412.4,8.5,0.017882854757133505,0.013412141067850129,2.3523985239852396,2.3836935198102234,Low
Catholic Health (AKA Catholic Health Services of Long Island),3029.98,178.23,146.28,17,144,178.23411764705884,8.470588235294118,0.019181780040009692,0.0016925100035302672,2.344258736705014,2.3651330267485537,Low
Arbor Centers for Eyecare,9267.42,1323.92,3530.0,7,58,1323.9171428571428,8.285714285714286,0.058668906058253395,0.012571908441054299,2.293094359515024,2.3643351740143315,Low
Advanced Eye Care Center PS,559.36,279.68,133.86,2,17,279.68,8.5,0.0035411192427606195,0.0026558394320704646,2.3523985239852396,2.358595482660071,Low
Bailey Eye Care (AKA S Glenn Bailey OD Inc),610.23,152.56,83.97,4,34,152.5575,8.5,0.003863160032018401,0.0014486850120069004,2.3523985239852396,2.357710369029265,Low
Westmont Vision Center,395.1,197.55,34.26,2,17,197.55,8.5,0.002501244659637301,0.0018759334947279758,2.3523985239852396,2.356775702139605,Low
Cherry Creek Eye Physicians & Surgeons PC,338.18,169.09,119.75,2,17,169.09,8.5,0.002140903363695628,0.0016056775227717207,2.3523985239852396,2.356145104871707,Low
NewYork-Presbyterian Hudson Valley Hospital (FKA Hudson Valley Hospital Center),322.47,161.24,23.54,2,17,161.235,8.5,0.002041448659562745,0.0015310864946720588,2.3523985239852396,2.3559710591394745,Low
Brookfield Vision Care LLC,307.04,153.52,38.73,2,17,153.52,8.5,0.001943766540863166,0.0014578249056473745,2.3523985239852396,2.3558001154317503,Low
Mills-Peninsula Medical Center - Burlingame Campus,2798.06,399.72,1650.0,7,59,399.72285714285715,8.428571428571429,0.017713572848252965,0.003795765610339921,2.3326304691618343,2.354139807620427,Low
University of Illinois Hospital,48108.78,3436.34,6500.0,14,102,3436.3414285714284,7.285714285714286,0.3045604380072533,0.03263147550077714,2.016341591987348,2.3535335054953785,Low
Desert Vision & Eye Care,8071.66,8071.66,4370.0,1,8,8071.66,8.0,0.05109895335208306,0.07664843002812459,2.2140221402214024,2.3417695236016103,Low
Berkeley Eye Center,98177.11,2727.14,14000.0,36,220,2727.1419444444446,6.111111111111111,0.6215261252496175,0.025896921885400728,1.6912669126691264,2.3386899598041446,Low
Duke Health Physicians (AKA Duke University Health System Physician Group),7697.55,7697.55,3500.0,1,8,7697.55,8.0,0.048730589293320956,0.07309588393998143,2.2140221402214024,2.3358486134547047,Low
Providence St Jude Medical Center,2736.68,304.08,400.0,9,75,304.0755555555555,8.333333333333334,0.01732499679862366,0.002887499466437277,2.3062730627306274,2.3264855589956883,Low
Eye Care & Vision Associates,2364.11,394.02,998.5,6,50,394.0183333333334,8.333333333333334,0.014966381959744724,0.0037415954899361805,2.3062730627306274,2.324981040180308,Low
Silverstein Eye Centers PC,605.12,201.71,66.67,3,25,201.70666666666668,8.333333333333334,0.003830810347860601,0.0019154051739303007,2.3062730627306274,2.3120192782524183,Low
ProCare Vision Center Inc,6126.42,6126.42,4000.0,1,8,6126.42,8.0,0.038784295893938635,0.05817644384090795,2.2140221402214024,2.310982879956249,Low
Arizona Eye Specialists (AKA Associated Ophthalmologists LTD),3548.53,295.71,1750.0,12,99,295.71083333333337,8.25,0.02246454495586624,0.0028080681194832804,2.283210332103321,2.30848294517867,Low
Ascension Saint Joseph Chicago (FKA AMITA Health Saint Joseph Hospital Chicago),2050.99,512.75,700.0,4,33,512.7475,8.25,0.012984124992329808,0.004869046872123678,2.283210332103321,2.3010635039677743,Low
Enhanced Eye Care (AKA Drs Center Imler Gjurich and Caldwell),8345.37,2781.79,3047.5,3,24,2781.7900000000004,8.0,0.052831718919760434,0.026415859459880214,2.2140221402214024,2.293269718601043,Low
Monroe Family Eyecare (AKA Monroe Family Eyecare Associates Llp),1089.83,272.46,106.14,4,33,272.4575,8.25,0.006899345652777827,0.002587254619791685,2.283210332103321,2.29269693237589,Low
Big Country Eye Center (AKA Dr Brettly J Teague PLLC),956.6,239.15,104.22,4,33,239.15,8.25,0.006055911519638173,0.002270966819864315,2.283210332103321,2.291537210442823,Low
Advanced Ophthalmology of Michiana LLC,767.29,191.82,28.87,4,33,191.8225,8.25,0.004857453846856757,0.0018215451925712837,2.283210332103321,2.289889331142749,Low
Buffalo Ambulatory Surgery Center,512.57,128.14,24.75,4,33,128.1425,8.25,0.003244907555530983,0.0012168403333241186,2.283210332103321,2.2876720799921757,Low
Eyecare Associates,2641.97,240.18,705.26,11,90,240.1790909090909,8.181818181818182,0.016725419775808555,0.00228073906033753,2.264340825226434,2.28334698406258,Low
Eye Doctors of Washington PC,44293.57,6327.65,5004.5,7,49,6327.652857142857,7.0,0.2804076320394102,0.060087349722730755,1.937269372693727,2.2777643544558677,Low
Saban Community Clinic,3204.79,3204.79,1086.46,1,8,3204.79,8.0,0.020288443109995002,0.030432664664992504,2.2140221402214024,2.26474324799639,Low
Pacific Eye Institute,40765.5,2717.7,6000.0,15,107,2717.7,7.133333333333334,0.2580726124334204,0.02580726124334204,1.9741697416974169,2.2580496153741794,Low
Ventura Ophthalmology,3346.08,836.52,2450.0,4,32,836.52,8.0,0.021182902380964767,0.007943588392861788,2.2140221402214024,2.243148630995229,Low
Santa Barbara Cottage Hospital,1482.54,741.27,770.44,2,16,741.27,8.0,0.009385460029609426,0.007039095022207069,2.2140221402214024,2.2304466952732187,Low
Good Eye Optometry,1339.42,669.71,337.25,2,16,669.71,8.0,0.008479415646700567,0.006359561735025425,2.2140221402214024,2.2288611176031283,Low
Stone Oak Ophthalmology Center,1127.12,563.56,140.07,2,16,563.56,8.0,0.00713541604852036,0.00535156203639027,2.2140221402214024,2.2265091183063133,Low
Banner Surgery Center - Camelback (FKA Biltmore Surgical Center),621.63,621.63,500.0,1,8,621.63,8.0,0.003935329581802924,0.005902994372704386,2.2140221402214024,2.22386046417591,Low
Montefiore Mount Vernon Hospital,493.77,493.77,146.99,1,8,493.77,8.0,0.0031258911050091372,0.004688836657513706,2.2140221402214024,2.2218368679839253,Low
North Queens Surgical Center,467.13,467.13,143.77,1,8,467.13,8.0,0.002957242262354777,0.004435863393532165,2.2140221402214024,2.2214152458772896,Low
Mallinger Family Eye Care (FKA Dr Jennifer Mallinger OD Chtd),665.52,332.76,84.09,2,16,332.76,8.0,0.00421318234847334,0.003159886761355005,2.2140221402214024,2.221395209331231,Low
Cherokee Medical Center (FKA Mary Black Health System - Gaffney),446.28,446.28,133.83,1,8,446.28,8.0,0.00282524795419624,0.00423787193129436,2.2140221402214024,2.221085260106893,Low
New Braunfels Vision Center PA,756.24,189.06,112.09,4,32,189.06,8.0,0.004787500028863864,0.0017953125108239488,2.2140221402214024,2.2206049527610903,Low
Providence St Joseph Hospital Orange,638.46,212.82,125.47,3,24,212.82000000000002,8.0,0.0040418746276690235,0.002020937313834512,2.2140221402214024,2.220084952162906,Low
Ophthalmology Consultants of Oahu PC (AKA Eye Doctors Hawaii),372.94,372.94,121.25,1,8,372.94,8.0,0.002360957183915806,0.0035414357758737094,2.2140221402214024,2.219924533181192,Low
Albany Medical Center,721.01,120.17,26.16,6,48,120.16833333333334,8.0,0.004564470797380639,0.0011411176993451598,2.2140221402214024,2.2197277287181283,Low
Codman Square Health Center Inc,359.11,359.11,122.96,1,8,359.11,8.0,0.002273404124835108,0.003410106187252662,2.2140221402214024,2.21970565053349,Low
Our Lady of the Angels Hospital (FKA LSU Health Bogalusa Medical Center),647.28,161.82,24.73,4,32,161.82,8.0,0.004097711068818103,0.0015366416508067883,2.2140221402214024,2.219656492941027,Low
Woolfson Eye Institute (AKA Jonathan Woolfson MD PC),26443.25,3777.61,7000.0,7,51,3777.6071428571427,7.285714285714286,0.16740328485435094,0.03587213246878949,2.016341591987348,2.2196170093104888,Low
Advanced Podiatry,528.82,176.27,118.39,3,24,176.27333333333334,8.0,0.0033477808172852385,0.001673890408642619,2.2140221402214024,2.2190438114473303,Low
Indian Health Council Inc,309.77,309.77,113.5,1,8,309.77,8.0,0.0019610492488378807,0.0029415738732568213,2.2140221402214024,2.218924763343497,Low
Park Avenue Medical Center (AKA Jeffrey Ahn MD),279.94,279.94,117.51,1,8,279.94,8.0,0.0017722055935683778,0.0026583083903525665,2.2140221402214024,2.2184526542053233,Low
MUSC Health Black River Medical Center,275.38,275.38,126.07,1,8,275.38,8.0,0.0017433377736545681,0.0026150066604818524,2.2140221402214024,2.218380484655539,Low
Berryessa Optometry PC,262.01,262.01,149.21,1,8,262.01,8.0,0.0016586968192142983,0.0024880452288214474,2.2140221402214024,2.2181688822694383,Low
Eye Physicians of the East Bay,418.04,139.35,24.92,3,24,139.34666666666666,8.0,0.002646470051923,0.0013232350259615,2.2140221402214024,2.217991845299287,Low
Brookdale University Hospital Medical Center (FKA Brookdale Hospital Medical Center),354.41,177.2,24.15,2,16,177.205,8.0,0.002243650012204647,0.0016827375091534851,2.2140221402214024,2.2179485277427604,Low
Medical Center Eye Institute (AKA Timithy M Dunham MD PA),246.82,246.82,88.49,1,8,246.82,8.0,0.0015625340594575515,0.002343801089186327,2.2140221402214024,2.217928475370046,Low
Atrium Health Navicent Baldwin (FKA Oconee Regional Medical Center),240.69,240.69,88.74,1,8,240.69,8.0,0.0015237270997927157,0.0022855906496890735,2.2140221402214024,2.217831457970884,Low
Houston Methodist Sugar Land Hospital (FKA Methodist Sugar Land Hospital),236.68,236.68,106.9,1,8,236.68,8.0,0.0014983411441228966,0.0022475117161843447,2.2140221402214024,2.2177679930817096,Low
Southern Regional Medical Center,230.45,230.45,124.99,1,8,230.45,8.0,0.0014589011182318805,0.002188351677347821,2.2140221402214024,2.217669393016982,Low
Community Memorial Hospital,326.08,163.04,32.89,2,16,163.04,8.0,0.0020643023503278436,0.0015482267627458827,2.2140221402214024,2.217634669334476,Low
Filer Eye MD (FKA Pacific Eye Specialists),304.88,152.44,23.81,2,16,152.44,8.0,0.0019300923103776773,0.001447569232783258,2.2140221402214024,2.2173998017645635,Low
Gateway Optometric Center,203.3,203.3,54.14,1,8,203.3,8.0,0.0012870236378240024,0.0019305354567360036,2.2140221402214024,2.217239699315962,Low
Eye Care Northeast PC,191.38,191.38,25.91,1,8,191.38,8.0,0.0012115621436633425,0.0018173432154950139,2.2140221402214024,2.2170510455805608,Low
Action Optical,190.98,190.98,85.29,1,8,190.98,8.0,0.0012090298787586224,0.0018135448181379335,2.2140221402214024,2.217044714918299,Low
Alicia Surgery Center,187.72,187.72,34.36,1,8,187.72,8.0,0.0011883919197851534,0.0017825878796777304,2.2140221402214024,2.2169931200208652,Low
Miami Eye Institute (AKA Inna Ozerov MD PA),187.49,187.49,24.39,1,8,187.49,8.0,0.0011869358674649394,0.0017804038011974093,2.2140221402214024,2.216989479890065,Low
UPMC Hanover (FKA UPMC Pinnacle Hanover Hanover Hospital),264.51,132.26,30.37,2,16,132.255,8.0,0.0016745234748687988,0.0012558926061515992,2.2140221402214024,2.216952556302423,Low
Deen-Gross Eye Centers,181.03,181.03,28.13,1,8,181.03,8.0,0.0011460397892537094,0.0017190596838805642,2.2140221402214024,2.2168872396945365,Low
Advanced Eye Surgery Clinic (AKA John G Rezapour MD Inc),180.42,180.42,24.59,1,8,180.42,8.0,0.0011421780852740111,0.0017132671279110167,2.2140221402214024,2.2168775854345872,Low
Innovative Eyecare PLLC,256.87,128.44,30.1,2,16,128.435,8.0,0.0016261572151886447,0.0012196179113914836,2.2140221402214024,2.2168679153479824,Low
La Veta Surgery Center (AKA La Veta Surgical Center),173.61,173.61,27.52,1,8,173.61,8.0,0.0010990662752711512,0.0016485994129067268,2.2140221402214024,2.21676980590958,Low
Trapp Opticians,172.81,172.81,24.25,1,8,172.81,8.0,0.001094001745461711,0.0016410026181925665,2.2140221402214024,2.2167571445850567,Low
Stamford Vision Care LLC,172.81,172.81,24.25,1,8,172.81,8.0,0.001094001745461711,0.0016410026181925665,2.2140221402214024,2.2167571445850567,Low
Wilmington Hospital (AKA Wilmington Health Center),168.16,168.16,28.88,1,8,168.16,8.0,0.0010645641659443395,0.0015968462489165092,2.2140221402214024,2.2166835506362634,Low
Eye Associates of Monmouth,165.7,165.7,77.18,1,8,165.7,8.0,0.0010489907367803107,0.0015734861051704661,2.2140221402214024,2.2166446170633534,Low
Pacific Vision Institute Inc,164.74,164.74,24.99,1,8,164.74,8.0,0.0010429133010089826,0.0015643699515134738,2.2140221402214024,2.216629423473925,Low
Fallas Family Vision (AKA Humberto Fallas PC),163.13,163.13,24.45,1,8,163.13,8.0,0.001032720934767484,0.0015490814021512258,2.2140221402214024,2.2166039425583213,Low
Specialty Surgery Center of Central New York,161.01,161.01,27.31,1,8,161.01,8.0,0.0010192999307724673,0.001528949896158701,2.2140221402214024,2.2165703900483336,Low
AccuVision Optometry,159.17,159.17,116.88,1,8,159.17,8.0,0.0010076515122107547,0.0015114772683161321,2.2140221402214024,2.2165412690019295,Low
BayCare Health System,158.61,158.61,24.97,1,8,158.61,8.0,0.0010041063413441466,0.00150615951201622,2.2140221402214024,2.2165324060747627,Low
Glaucoma & Cataract Eye Institute Inc,157.6,157.6,24.49,1,8,157.6,8.0,0.0009977123724597282,0.0014965685586895922,2.2140221402214024,2.216516421152552,Low
Dr Daniel G Glumenfeld MD PA (FKA Schecter and Blumenfeld PA),157.26,157.26,23.6,1,8,157.26,8.0,0.000995559947290716,0.0014933399209360741,2.2140221402214024,2.216511040089629,Low
Atrium Health Union (FKA Carolinas HealthCare System Union),155.57,155.57,24.17,1,8,155.57,8.0,0.0009848611280682735,0.0014772916921024105,2.2140221402214024,2.216484293041573,Low
Oklahoma Eye Surgeons PLLC (FKA Northwest Eye Physicians Opthalmologists),219.19,109.6,117.48,2,16,109.595,8.0,0.0013876178611640093,0.0010407133958730069,2.2140221402214024,2.2164504714784394,Low
Frankfort Regional Medical Center,146.6,146.6,22.45,1,8,146.6,8.0,0.0009280750875799249,0.0013921126313698874,2.2140221402214024,2.2163423279403522,Low
Pecora Ophthalmology,142.13,142.13,23.87,1,8,142.13,8.0,0.0008997770272696774,0.0013496655409045162,2.2140221402214024,2.2162715827895765,Low
Charles J Fetterman MD PC (AKA Niagra Regional Eye Care),138.61,138.61,20.61,1,8,138.61,8.0,0.0008774930961081406,0.0013162396441622108,2.2140221402214024,2.2162158729616728,Low
Insight Eye Care (AKA Cory T Steed OD Prof Corp),132.28,132.28,22.2,1,8,132.28,8.0,0.0008374200039909445,0.0012561300059864167,2.2140221402214024,2.21611569023138,Low
Eyeq Optometry (AKA Minh Nhat Le OD Inc),131.49,131.49,24.11,1,8,131.49,8.0,0.0008324187808041224,0.0012486281712061837,2.2140221402214024,2.2161031871734127,Low
Jersey Shore University Medical Center,129.34,129.34,20.78,1,8,129.34,8.0,0.0008188078569412516,0.0012282117854118776,2.2140221402214024,2.2160691598637556,Low
Beyer Eye Associates (AKA Mark W Beyer LLC),122.98,122.98,21.14,1,8,122.98,8.0,0.0007785448449562017,0.0011678172674343026,2.2140221402214024,2.215968502333793,Low
Cooperative Health (AKA Eau Claire Cooperative Health Center),122.09,122.09,16.87,1,8,122.09,8.0,0.0007729105555431994,0.001159365833314799,2.2140221402214024,2.2159544166102605,Low
New Orleans Eye Specialists (AKA Leader Balkan and Hendricks APMC),114.7,114.7,21.29,1,8,114.7,8.0,0.0007261269614284952,0.0010891904421427429,2.2140221402214024,2.2158374576249735,Low
UPMC Wellsboro (FKA UPMC Susquehanna Soldiers & Sailors Memorial Hospital),106.24,106.24,27.93,1,8,106.24,8.0,0.0006725695586936645,0.0010088543380404969,2.2140221402214024,2.2157035641181366,Low
OU Health - University of Oklahoma Medical Center (AKA OU Medical Center),100.71,100.71,24.96,1,8,100.71,8.0,0.0006375609963859088,0.0009563414945788632,2.2140221402214024,2.2156160427123672,Low
Abbott Northwestern Hospital,52012.93,13003.23,32898.67,4,25,13003.2325,6.25,0.329276293076661,0.12347860990374787,1.7297047970479704,2.1824597000283794,Low
Seeta Eye (AKA Alterman Modi & Wolter Ophthalmic Physicians & Surgeons PLLC),3326.52,831.63,2100.0,4,31,831.63,7.75,0.021059074627123954,0.007897152985171484,2.1448339483394836,2.173790175951779,Low
