npi,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,program_year,payment_type,product_category,transaction_count,total_payment,avg_payment
1164404133,"Moss, Barry M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,8,111.600000000,13.950000000
1083698682,"Klausner, Mitchell E",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,8,111.590000000,13.948750000
1780847756,"Joliat, Jonathan Michael",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,2,111.580000000,55.790000000
1508833708,"Bonema, John D",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,2,111.580000000,55.790000000
1245208321,"Simpson, Michael J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,2,111.580000000,55.790000000
1548261878,"Golden, James Allen",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,7,111.540000000,15.934285714
1821072125,"Hirsch, Ronald A",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,9,111.530000000,12.392222222
1700992054,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2023,Food and Beverage,Ozempic,7,111.390000000,15.912857143
1831147768,"Go, Benedict L",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,7,111.390000000,15.912857143
1508363961,"Harris, Marissa E",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2023,Food and Beverage,Ozempic,7,111.370000000,15.910000000
1417010315,"Freeman, Deanna Latrise",Nurse - Nurse Practitioner,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),2022,Food and Beverage,Ozempic,1,111.360000000,111.360000000
1417931015,"Kolender, Brian J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,1,111.360000000,111.360000000
1962028258,"Wright, Kathryn Christine",Nurse - Nurse Practitioner,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),2023,Food and Beverage,Wegovy,7,111.320000000,15.902857143
1194715557,"Wolok, Kenneth J",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Ozempic,12,111.260000000,9.271666667
1205817038,"Sharma, Rita A",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,7,111.160000000,15.880000000
1104817618,"Yee, Kwan ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,7,111.130000000,15.875714286
1033100540,"Camisa, Sumner ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,7,111.120000000,15.874285714
1902870470,"Mustafa, Tarif Hussein",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Other Novo Products,1,111.110000000,111.110000000
1801263512,"Millman, Michelle ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,7,111.040000000,15.862857143
1225018781,"Lerner, Sandra Schlean",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,6,111.000000000,18.500000000
1437254430,"Barney, David Joseph",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,12,110.940000000,9.245000000
1770578676,"Mckenzie, Nisha Kimberly",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Other Novo Products,7,110.920000000,15.845714286
1912942582,"Alzohaili, Opada ",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Other Novo Products,3,110.770000000,36.923333333
1982834198,"Ricketts, Robert Modesto",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,1,110.750000000,110.750000000
1568520252,"Richardson, Stephen Randolph",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,1,110.750000000,110.750000000
1477544088,"Gappy, Musib S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,9,110.650000000,12.294444444
1558983692,"Beydoun, Ahmed Michael",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,1,110.610000000,110.610000000
1609851708,"White, Michael M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,9,110.610000000,12.290000000
1013321140,"Tomerlin, Kimberlee Ann",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,6,110.520000000,18.420000000
1972021319,"Wright, Kelly Ann",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,7,110.500000000,15.785714286
1194797035,"Antone, May M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,9,110.470000000,12.274444444
1649238213,"Verma, Ashish ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2020,Travel and Lodging,Rybelsus,3,110.450000000,36.816666667
1811422413,"Hazimi, Eman ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,6,110.390000000,18.398333333
1689650889,"Parker, Jeffrey F",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,9,110.340000000,12.260000000
1508419334,"Baker, Christian Alec",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Other Novo Products,15,110.300000000,7.353333333
1548245632,"Moss, Elliotte D",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,6,110.200000000,18.366666667
1427345065,"Achira, Ali Alexandru",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,10,110.170000000,11.017000000
1174566095,"Trivax, Justin Elijah",Cardiology - Interventional Cardiology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,5,110.150000000,22.030000000
1346216272,"Crampton, James ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,6,109.750000000,18.291666667
1205856432,"Oska, Fadi ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,6,109.740000000,18.290000000
1881916435,"Fletcher, Courtney Adelle",Nurse - Nurse Practitioner,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),2023,Food and Beverage,Other Novo Products,1,109.730000000,109.730000000
1639195456,"Saleh, Mohammad J",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Other Novo Products,7,109.690000000,15.670000000
1134424021,"Alrais, Farah Sabri",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2022,Food and Beverage,Rybelsus,8,109.690000000,13.711250000
1053567743,"Nadolsky, Karl Zahlmann",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,9,109.640000000,12.182222222
1821072125,"Hirsch, Ronald A",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Other Novo Products,9,109.620000000,12.180000000
1821072125,"Hirsch, Ronald A",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,8,109.580000000,13.697500000
1285618983,"Batah, Fouad ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Rybelsus,1,109.510000000,109.510000000
1164517769,"Carouba, Izzat Elias",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2020,Food and Beverage,Rybelsus,1,109.510000000,109.510000000
1780777482,"Browne, Colleen Dawn",Family Practice,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2021,Food and Beverage,Ozempic,9,109.440000000,12.160000000
1528083037,"Lipsky, Jeffrey S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,8,109.440000000,13.680000000
1376512863,"Kerner, Genise Eilender",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,6,109.400000000,18.233333333
1689022543,"Gioia, Robert Carmine",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Ozempic,6,109.270000000,18.211666667
1326247156,"Ahad, Duraid S",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Other Novo Products,8,109.140000000,13.642500000
1750829784,"Sossoman, Emily Ann",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,2,108.970000000,54.485000000
1326460924,"Parisi, Marcy ",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,2,108.970000000,54.485000000
1467426122,"Pleune, Kathryn Joy",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Wegovy,9,108.970000000,12.107777778
1114965845,"Smiy, Alan N",General Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2021,Food and Beverage,Ozempic,5,108.930000000,21.786000000
1578048138,"Attisha, Jordan Marie",Physician Assistant,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Ozempic,7,108.930000000,15.561428571
1609811975,"Al-Matchy, Victor P",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,9,108.920000000,12.102222222
1811404312,"Michels, Tracey Marie",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Ozempic,9,108.890000000,12.098888889
1639195456,"Saleh, Mohammad J",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,6,108.850000000,18.141666667
1154996882,"Bansal, Pannya ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Food and Beverage,Ozempic,1,108.800000000,108.800000000
1841865300,"Meyer, Jordan Ross",Family Practice,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),2022,Food and Beverage,Ozempic,1,108.800000000,108.800000000
1285208074,"Fox, Morgan ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Food and Beverage,Ozempic,1,108.800000000,108.800000000
1144886409,"Al-Nabolsi, Moneer ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Food and Beverage,Ozempic,1,108.800000000,108.800000000
1417187014,"Cecil, Leah Michelle Jenkins",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Other Novo Products,7,108.690000000,15.527142857
1457743486,"Wedde, Audrey Lynn",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2020,Food and Beverage,Ozempic,10,108.660000000,10.866000000
1245628098,"Smith, Courtney Rose-Meyer",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Other Novo Products,10,108.580000000,10.858000000
1558561720,"Atto, Ghassan Amir",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Ozempic,10,108.580000000,10.858000000
1174530398,"Berman, Nancy B",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Other Novo Products,2,108.530000000,54.265000000
1154329423,"Oostendorp, Michaele Christine",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2020,Food and Beverage,Ozempic,12,108.430000000,9.035833333
1760462964,"Wein, Mark Brian",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,7,108.400000000,15.485714286
1578553301,"Atto, Ghazwan A",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,10,108.310000000,10.831000000
1346446143,"Khoury, Nadia ",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,7,108.300000000,15.471428571
1578543849,"Khoury, Sleman A",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,7,108.290000000,15.470000000
1548293483,"Sandberg, Jay H",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Other Novo Products,9,108.170000000,12.018888889
1346676939,"Nest, Erin M",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,7,108.140000000,15.448571429
1700992054,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Food and Beverage,Other Novo Products,1,108.090000000,108.090000000
1548261878,"Golden, James Allen",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,7,107.970000000,15.424285714
1972951200,"Masongsong, Fredy ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Rybelsus,1,107.950000000,107.950000000
1780686550,"Pettigrew, Susanne B",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,13,107.860000000,8.296923077
1346228566,"Marcarian, Gregory Heront",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,8,107.860000000,13.482500000
1649810391,"Presnell, Olivia Lauren",Physician Assistant,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2022,Food and Beverage,Ozempic,8,107.790000000,13.473750000
1588688717,"Syed, Najam ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,6,107.780000000,17.963333333
1831488774,"Egan, Celia Marie Vihtelic",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Wegovy,1,107.750000000,107.750000000
1619930674,"Lasater, Steve Ralph",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Wegovy,1,107.750000000,107.750000000
