Full_Name,NPI,Primary_Specialty
Yihong Ruby Ma,1942566237,Pathology
Amanda Villalobos Jimenez lawson,1518223809,Internal Medicine
Lahri Kancharla,1124385471,Family Practice
Akash Patel,1336406628,Cardiology - Cardiologist
David A Brentz,1033476288,Anesthesiology - Certified Registered Nurse Anesthetist
Juan Carlos Gavalda,1992062160,Family Practice
Andre Lloyd Hylton,1851658991,Anesthesiology - Anesthesiologist
Nancy Lynn Saunders,1093061319,Nurse - Nurse Practitioner
Carl Matthew Salvati,1457607723,Podiatry
Adam William Shen,1720345572,Surgery - General Surgery
Li Jiang,1720345416,Rheumatology
Mindy Connors,1003162256,Nurse - Nurse Practitioner
Jacek Robert Wecowski,1962758938,Surgery - General Surgery
Jorge Gil,1639425630,Nurse - Nurse Practitioner
Jeremy Latimer,1083960074,Critical Care (Intensivists)
Nasser Dean Askari,1508112582,Internal Medicine
Evelina Sprague,1811254535,Family Practice
Steven Rueda,1487911053,Surgery - Plastic and Reconstructive Surgery
Inna Malkin,1366709859,Anesthesiology - Certified Registered Nurse Anesthetist
Simarjit Kaur Sidhu,1548527070,Internal Medicine
Thitina Jimma,1235496779,Hospitalist
Esi Quayson,1699033043,Emergency Medicine
Sakeena Jamaluddin Payne,1598023962,Otolaryngology
Adam Khadbai,1144588401,Family Practice
Rebekah Marie Loveless,1528326907,Physician Assistant
Jonathan Michael Moskovits,1275889867,Podiatry
Saad Yousuf Hussain,1457607947,Internal Medicine
Adam Malouf Parsons,1417203894,Internal Medicine
Vu P.h. Nguyen,1558629840,Emergency Medicine
Riva Das,1902153398,Surgery - General Surgery
Steven Garcia,1235497520,Infectious Disease
Oksana Y Shklyanka,1184982480,Obstetrics/Gynecology
Mitaben N Hajirawala,1144588310,Hospitalist
Bessy Eapen George,1659639748,Internal Medicine
Harris Khan,1184982092,Anesthesiology - Anesthesiologist
Muhammad Asim Kazim,1609134550,Internal Medicine
Angela M Denton,1205194040,Nurse - Nurse Practitioner
Mamatha Sandu,1134487903,Pediatric Medicine
Muhammad Shahreyar Sarki,1730436817,Cardiology - Cardiologist
Sean Thomas Meiner,1649527573,Surgery - Neurosurgery
Alexander John Pappas,1457608325,Podiatry
Jennifer Ellen Susoreny-velgos,1821356601,Surgery - General Surgery
Bryan George Belikoff,1922366632,Radiology - Diagnostic Radiology
Rachel Russell,1922366533,Nurse - Nurse Practitioner
Manuel a. Morell-castro,1922366426,Emergency Medicine
Mary anne Sapna Chacko,1932456605,Internal Medicine
Esther Jean Escobedo,1841547536,Other
Shahzeb Niazi,1962709139,Radiology - Diagnostic Radiology
Leandra R Monroe,1245537570,Physician Assistant
Karina D Baesso,1780981035,Podiatry
Lisa Mark,1750688800,Obstetrics/Gynecology
Ronda Lynn Bell,1336446574,Nurse - Nurse Practitioner
Miladys A Friesen,1851698948,Nurse - Nurse Practitioner
Matthew Phillip Brill,1184993776,Radiology - Diagnostic Radiology
Richard Bradley Grace,1083984579,Anesthesiology - Certified Registered Nurse Anesthetist
Rushabh Vakharia,1568801777,Internal Medicine
Michael Hempstead,1215376579,Physician Assistant
Joseph Holbrook,1306196001,Nurse - Nurse Practitioner
Tola Louise Plusnick,1417210634,Nurse - Nurse Practitioner
Roxanne Anderson,1235459207,Hospitalist
Omar Balboa lopez,1467769505,Other
Kim Minh nguyen Saviano,1528375623,Anesthesiology - Certified Registered Nurse Anesthetist
Padma Anne,1124348073,Radiology - Diagnostic Radiology
Bijan Nik Moradi,1376863811,Internal Medicine
Joseph Anthony Altamirando,1730498916,Physician Assistant
Saba Alaqili,1871833491,Infectious Disease
Tiffany L Blockson,1093033664,Pediatric Medicine
Susan M Devers,1649598210,Nurse - Nurse Practitioner
Erin Marie Marra,1285952713,Emergency Medicine
Matthew David Bowser,1356654198,Family Practice
Jennifer Blaylock,1235457631,Nurse - Nurse Practitioner
Bharti Rugnath Chaudhari,1043538481,Emergency Medicine
Linaflor Hernandez tumaneng,1376978478,Nurse - Nurse Practitioner
Susan Renee Kustad,1871842823,Nurse - Nurse Practitioner
Ivonne Frady,1811322944,Nurse - Nurse Practitioner
Jadira Rose Santos,1457790883,Nurse - Nurse Practitioner
James Amila Ochuka,1578826343,Nurse - Nurse Practitioner
Joshua Patterson,1053643890,Physician Assistant
Weston Connelly,1760715833,Internal Medicine
Benjamin Golden Thomasson,1396078200,Surgery - Orthopedic Surgery
Kelly Smidebush,1104176833,Nurse - Nurse Practitioner
Alexandra Grob,1588927354,Dermatology
Catherine Rose Brown,1417239914,Nurse - Nurse Practitioner
Atin Agarwal,1801178371,Pathology
Benjamin D Mason,1760764153,Emergency Medicine
Kristen Macconnell Loomis,1427330455,Nurse - Nurse Practitioner
Kerri West,1225310006,Emergency Medicine
Ravishankar Shivashankar,1003198938,Radiology - Diagnostic Radiology
Mihaela Roxana Cocos,1548543242,Nurse - Nurse Practitioner
Sabrina Ann Dorris,1881977460,Nurse - Nurse Practitioner
Shahid Sulaiman,1730462284,Internal Medicine
Ravi Mirpuri,1679856710,Pain Management - Interventional Pain Management
Ashlee Marie Blake,1063795102,Nurse - Nurse Practitioner
Sameer Waheed,1225311095,Cardiology - Cardiologist
Angela Payne Blackman,1396029187,Nurse - Nurse Practitioner
Erin Meredith,1598049108,Nurse - Nurse Practitioner
Jennifer Marie Delayo,1922382589,Nurse - Nurse Practitioner
Claudia D Acosta,1720362262,Physician Assistant
Leah Abuel Majarocon,1164706610,Nurse - Nurse Practitioner
Josephin Mathai,1508140047,Emergency Medicine
Elizabeth M Peirano,1881978286,Nurse - Nurse Practitioner
Jeanette Ann Roberts,1639453962,Emergency Medicine
Edward Scott Smith,1821372772,Nurse - Nurse Practitioner
Maria Eugenia Maiori,1528342409,Internal Medicine
Carrie Hensley Eldridge,1114202876,Physician Assistant
Andrew John Van brocklin,1902181555,Pain Management - Interventional Pain Management
Rajesh Patel,1699050963,Emergency Medicine
David Thomas Hotwagner,1962787937,Emergency Medicine
Jacob Hlavach,1811325913,Physician Assistant
Laura Suzanne Regan,1538591821,Physician Assistant
Ashley L. Tavalaiccio,1194158295,Anesthesiology - Anesthesiologist Assistant
Sydney V Mee,1437582517,Nurse - Nurse Practitioner
Katie Ann Duffy,1184053860,Physician Assistant
Arlene Marie Bradford,1710316211,Nurse - Nurse Practitioner
Andrea Megan Deloera,1861821209,Physician Assistant
Margaret Ekene Mgbemena,1053744771,Internal Medicine
Kaitleen Hoang,1043643778,Nurse - Nurse Practitioner
Scott Michael Sandilands,1104259712,Surgery - Orthopedic Surgery
Marialina Martell-gravie,1215207659,Internal Medicine
Shebene Chacko,1386914695,Internal Medicine
Jamey L Krebs,1306116603,Anesthesiology - Certified Registered Nurse Anesthetist
Heidi M Fischer,1952671042,Physician Assistant
Matthew Mills,1841629912,Physician Assistant
Osvaldo Gutierrez,1316376395,Other
Rachel S Scott,1477986818,Anesthesiology - Certified Registered Nurse Anesthetist
Erin Elizabeth Luescher,1598199804,Physician Assistant
Emilee Binette,1861826174,Nurse - Nurse Practitioner
Yuri Salas espinosa,1679843494,Internal Medicine
Dana Ciobanu,1003186644,Hospitalist
Randall Lee Adams,1932479631,Anesthesiology - Certified Registered Nurse Anesthetist
Marcos Antonio Hernandez roman,1033489711,Nephrology
Valerie Jones,1629343314,Physician Assistant
Deborah A Sauls,1740555374,Nurse - Nurse Practitioner
Amanda Cheris Hoyos,1841565496,Physician Assistant
Parth Patel,1457626921,Emergency Medicine
Andrew Davis Hiller,1407121833,Surgery - Orthopedic Surgery
Jose C Barrios,1538434931,Internal Medicine
Annalee Mora,1114292398,Nurse - Nurse Practitioner
Scott Michael Wasilko,1659646834,Anesthesiology - Anesthesiologist
Loriann Santino,1174898407,Physician Assistant
Jonas Skornicki,1528322492,Internal Medicine
Tarik Omar Hashem,1831453646,Emergency Medicine
Abdel Karim Jibawi,1912261876,Family Practice
Ayanna D. Walker,1093079865,Emergency Medicine
Maylin Martinez badosa,1053675579,Family Practice
Sagar Patel,1811251416,Physician Assistant
Derek Chase Polecritti,1578827184,Surgery - Plastic and Reconstructive Surgery
Zayd Ahmed,1629332150,Hospitalist
David A Melendez,1205190683,Urology
Marion Maraguinot Capahi,1497021471,Internal Medicine
Michael Philip Silverstein,1013283019,Surgery - Orthopedic Surgery
Lakshmi Manasa Jonna,1679849558,Anesthesiology - Pediatric Anesthesiologist
Angenette Purcell Rashad,1518233444,Emergency Medicine
Reut Bardach,1780950527,Obstetrics/Gynecology
Vandhana Bhagwan Kiswani-barley,1720342173,Family Practice
Andrew Joseph Smith,1851655203,Family Practice
Nathan John Ham,1598031320,Emergency Medicine
Stacey Harkcom,1760746093,Nurse - Nurse Practitioner
Daniel Joseph Blackaby,1912261124,Emergency Medicine
Vesta Anilus,1386909406,Emergency Medicine
Rami Abboud,1285900670,Gastroenterology
Ryan Landis Sload,1265708648,Otolaryngology
Michelle Mitchell,1023384567,Internal Medicine
Christopher Houston,1194091462,Emergency Medicine
Jay Mahendra Patel,1396000287,Internal Medicine
Joshua Warren Moore,1669737417,Surgery - General Surgery
Sajid Muneer Mirza,1720354921,Internal Medicine
Jamie Melichar,1134484702,Family Practice
Alexander Moya,1457616922,Podiatry
Alice Lyn Shepard,1629333208,Nurse - Nurse Practitioner
Jose Luis Gonzalez,1881950905,Neurology
Brandon Johnson,1528316460,Internal Medicine
Gregory Alexander Sylvia,1629326293,Physician Assistant
Patrick T Phillips,1801158183,Internal Medicine
Sandra H. Anderson,1285988121,Nurse - Nurse Practitioner
Elizabeth Jane Lee,1992143770,Anesthesiology - Certified Registered Nurse Anesthetist
Matthew C Tufts,1306284245,Surgery - General Surgery
Britney Morgan Villarreal,1760736359,Physician Assistant
David Craig Lebowitz,1417201013,Emergency Medicine
Bobby Ray Beal,1225477888,Anesthesiology - Certified Registered Nurse Anesthetist
Alicia D'ann Lay,1134568751,Surgery - General Surgery
Jon-michael Cook,1467891143,Family Practice
Yetunde Awosemusi,1760821458,Obstetrics/Gynecology
Avni B Patel,1275972895,Family Practice
Kirk Dominic Cianciolo,1780933127,Urology
Krishna Priya Kalyam,1811259179,Ophthalmology
Consuelo Ranninger,1053660415,Nurse - Nurse Practitioner
Mihir N Rane,1003165333,Anesthesiology - Anesthesiologist
Dalia Mohammedtareq Alwasiyah,1194088047,Emergency Medicine
Rhonda G Bond,1245584507,Physician Assistant
Abiola A Adams,1992059158,Physician Assistant
Irene Arroyo,1083053565,Podiatry
Susan Marie Kupper,1144574377,Anesthesiology - Certified Registered Nurse Anesthetist
Marybeth Hartigan nayfield,1669716882,Nurse - Nurse Practitioner
Lindsey M Mcalpin,1497194872,Obstetrics/Gynecology
Kabiru O Akere,1043659444,Nurse - Nurse Practitioner
Moises Roizental,1568899896,Radiology - Interventional Radiology
Eric Allen Narolesky,1417384645,Anesthesiology - Certified Registered Nurse Anesthetist
William Lemaster Tate,1205263266,Hospitalist
Brandy Manche Wiley,1366882433,Physician Assistant
Matthew Frank Villani,1932450996,Podiatry
Ramachander rao Eluri,1790036770,Hospitalist
Sharon Ann Powers,1447691456,Nurse - Nurse Practitioner
Rachana Sedhai,1609217884,Internal Medicine
Lalit Aneja,1386989820,Oncology - Hematology/Oncology
Catherine Michelle Sims,1083950430,Nurse - Certified Nurse Midwife
Heather Rose Schweizer,1285970541,Neurology
Edgar Gonzalez,1801132121,Family Practice
Deepa Sebastian,1518203801,Nurse - Nurse Practitioner
Ben-jiang Ma,1831441542,Physician Assistant
Ingrid Denise Gutierrez,1366794174,Nurse - Nurse Practitioner
Megan Moran Kmetz,1578815353,Anesthesiology - Certified Registered Nurse Anesthetist
Lori L Costa,1639421332,Nurse - Nurse Practitioner
Tessa Hudspeth,1114279783,Radiology - Diagnostic Radiology
Aniruddha Das Logan,1285997957,Family Practice
Badal Sunil Shah,1962765511,Gastroenterology
Odiel Jean-baptiste,1881938819,Family Practice
Yoandy Rodriguez fuentes,1770846362,Internal Medicine
Kiran Bilal,1831452358,Pediatric Medicine
German Eduardo Lafaurie,1285997767,Family Practice
Tina Maree Agan,1447513718,Nurse - Nurse Practitioner
Tarik Al-kalla,1760726418,Surgery - General Surgery
Roby Abraham,1609215698,Surgery - Orthopedic Surgery
Ashley Nichole Reid,1962752279,Physician Assistant
Cinderella B Aquino,1730528613,Internal Medicine
Khaled Almulhem,1497018576,Emergency Medicine
Julie Schottenstein,1164785234,Podiatry
Jonathan R Selbst,1821352881,Podiatry
Nimal Patel,1417292392,Gastroenterology
Sasha Korie Baker,1972943454,Internal Medicine
Juan jose Maya villamizar,1144660291,Rheumatology
Mariam M Khan,1922449412,Family Practice
Arian John Moshref,1023459682,Internal Medicine
Richard M Varlotta,1255768537,Anesthesiology - Anesthesiologist Assistant
Felicia Ann Hoffman,1750722187,Physician Assistant
Christopher M Griffith,1164859237,Physician Assistant
Marquila Cabrera Freeland,1366882599,Pediatric Medicine
Christine Gates Horstmeyer,1922448133,Family Practice
Francisco Solis,1922359991,Family Practice
Amanda B Paul,1912259755,Physician Assistant
Gregory Adam Baker,1194166975,Aerospace Medicine
Jason Nazar,1730521873,Neurology
Kristen Marie Teel,1720420631,Physician Assistant
Dolores A Stefanski,1295070647,Nurse - Nurse Practitioner
Nicole G Irizarry- del valle,1770938094,Emergency Medicine
Joseph Bardinelli,1174978373,Emergency Medicine
Ryan Roberts,1700231909,Emergency Medicine
Will Pope Walker,1508211616,Internal Medicine
Marsha Antoine,1285089300,Internal Medicine
Elizabeth Keiner Pojani,1568817658,Emergency Medicine - Pediatric
Hiromi Krueger,1134574221,Nurse - Nurse Practitioner
Tracy Beasley,1316392384,Nurse - Nurse Practitioner
Jessica Behringer,1992150866,Radiology - Diagnostic Radiology
Aymee Wilson,1467807347,Nurse - Nurse Practitioner
Nizme Yalilly Meza-ruiz,1083069769,Nurse - Nurse Practitioner
Anish Bhakta,1184079865,Nephrology
Douglas Alan Hollern,1710332499,Surgery - Orthopedic Spine Surgery
Jessica Wise,1336594050,Surgery - General Surgery
Alexander Spence,1164877866,Family Practice
Afsha Kaisani,1639524143,Family Practice
Jorge Fernandez novales,1033564554,General Practice
Dynecia Foley,1780039222,Other
Nadiuska I Sanchez,1346695830,Hospitalist
Woojung Michelle Lee,1912352477,Podiatry
Szymon Rus,1376998716,Emergency Medicine
Kristin Leigh Fitzhugh,1932691680,Nurse - Nurse Practitioner
Simon Pinsky,1174015713,Cardiology - Cardiologist
James Douglas Craig,1194217810,Internal Medicine
Addison Pierce Roberts,1326494717,Surgery - General Surgery
Rebecca I Hernandez,1811343007,Pediatric Medicine
Micaella G Kantor,1205282316,Internal Medicine
Scott W. Macdougall,1982050092,Anesthesiology - Anesthesiologist
Heather Jane Thompson,1336595438,Anesthesiology - Certified Registered Nurse Anesthetist
Kenton Brandt Panas,1669828794,Surgery - Orthopedic Surgery
Julie Anne Scarpino,1194171058,Emergency Medicine
Krystal Bell,1619323557,Obstetrics/Gynecology
April Nicole Claunch,1043702673,Nurse - Nurse Practitioner
Drew Boehmer,1376035899,Anesthesiology - Anesthesiologist
Jared Benjamin Hinds,1306338470,Internal Medicine
Alexandra Gabrielle Lemoine,1881186096,Nurse - Nurse Practitioner
Candice Theodora Joseph,1700232667,Infectious Disease
Hiyam Abdelmagid,1174979157,Internal Medicine
Kimberly Roderick,1629424411,Anesthesiology - Certified Registered Nurse Anesthetist
Brenda L. Rivera,1023464724,Anesthesiology - Certified Registered Nurse Anesthetist
Rishi Patel,1518313170,Family Practice
Ilya Aylyarov,1821444563,Emergency Medicine
Bilal Shaukat,1154777886,Ophthalmology
Diego Alberto Marin,1225484892,Critical Care (Intensivists)
Sophia Baisheva Sher,1952757411,Pathology
Marcelino Mederos rodriguez,1720434210,Family Practice
Daniel Rivera,1245686765,Anesthesiology - Certified Registered Nurse Anesthetist
Anh Q Nguyen,1851747398,Internal Medicine
Ghayathri Ananthi Devaraj,1376990796,Nurse - Nurse Practitioner
Brandi Graf,1265924302,Nurse - Nurse Practitioner
Manuel Martinez,1831682616,General Practice
Albert H Thurlow,1770930190,Nurse - Nurse Practitioner
Jeremy Bergamo,1619324019,Urology
Lamea Horton,1588011894,Nurse - Nurse Practitioner
Erick Michael Roff,1841647161,Neurology
Feras Shalabi,1932556024,Internal Medicine
Mohammad Awad,1285081315,Internal Medicine
Melissa Jean Salimeno,1750738993,Nurse - Nurse Practitioner
Laura Ashley Shaffer,1578910659,Family Practice
Chioma Ogbonna,1518314574,Internal Medicine
Lindsey Council,1295182210,Nurse - Nurse Practitioner
Timothy Mena Ibrahim,1245737709,Emergency Medicine
Anne Marie Littell,1942707328,Family Practice
Viviana Aimee Melendez muniz,1346747722,Family Practice
Joseph Zarraga,1639676059,Emergency Medicine
Gregory Mines,1326545682,Family Practice
Valerie Lynn viola Snapp,1952808289,Nurse - Nurse Practitioner
Menalee Kaneesha Hapuarachchi,1932606126,Gastroenterology
Jamie Ann Roberts,1497242655,Nurse - Nurse Practitioner
Diana Nguyen,1548757768,Pediatric Medicine
Samir Rahman,1275020463,Surgery - General Surgery
Rashonda Alberta Carlisle,1760979975,Internal Medicine
Chelsea Townsend Fogle,1194236216,Nurse - Nurse Practitioner
Jacob Mcclendon,1144724105,General Practice
Sherif Badra,1639673627,Nephrology
Dejon Maloney,1518499235,Family Practice
Arezo Farhangi,1225532195,Internal Medicine
Charmaine Dsouza banze,1881199735,Nurse - Nurse Practitioner
Jinal Patel,1336646322,Family Practice
Sohail Ahmad Kamrudin,1700383643,Neurology
Bush Chacko Benjamin,1689171472,Internal Medicine
Kristin Thiel,1154828994,Family Practice
William Ciozda,1861999591,Emergency Medicine
Regan Lee Allen,1407353113,Obstetrics/Gynecology
Sam Alexander Samarrai,1972000461,Family Practice
Sindhura Kompella,1316444953,Psychiatry
Ashlee Lou Montalvo,1174039796,Nurse - Nurse Practitioner
Yanet Milanes villa,1285140764,Anesthesiology - Certified Registered Nurse Anesthetist
Jillian Audreya fawn Stuper,1043718521,Nurse - Nurse Practitioner
Sara Leclear,1053819409,Nurse - Nurse Practitioner
Margaret Kaye Krenek,1548701345,Nurse - Nurse Practitioner
Peter Richard Accorti,1801394291,Nurse - Nurse Practitioner
Daniel Vesco,1609370998,Obstetrics/Gynecology
Leslie Stevens Kipp,1144722539,Nurse - Nurse Practitioner
Anthony L Fajardo,1407367592,Nurse - Nurse Practitioner
James Duncan Clark,1114421195,Hospitalist
Priscilla Barrio,1689106320,Nurse - Nurse Practitioner
